tarih,yerli yesil sogan,yerli kirmizi turp,yerli semiz otu(bag),yerli armut,yerli carli biber,yerli maydonoz(bag),yerli kiraz,yerli kil biber,havuc,yerli visne,yerli sivri biber,yerli salatalik,yerli patlican,yerli kayisi,yerli marul (adet),yerli kabak,yerli fasulye,yerli domates,yerli biber dolma,beyaz kabak,taze misir (adet),patates_2,ceri domates,mor marul (adet),muhtelif marul (adet),aysberk marul (adet),koy biberi,brokoli,taze patates,domates_2,taze yesil sogan,biber_2,roka (bag),patates,pirasa,pazi,barbunya,muhtelif turp,tere,goger sogan,silor salatalik,muhtelif salatalik,kirmizi sogan,kuru sogan,kuru sarimsak,taze sarimsak,semiz otu (bag),kirmizi pancar,kornison salatalik,buruksel lahana,asma yapragi,hirtlak,koy domatesi,ithal karpuz,muhtelif fasulye,feslegen (bag),ispanak,karnabahar,kereviz,kara kabak,bal kabagi,ithal kavun,enginar (adet),dere otu (bag),bakla,araka bezelye,sivri biber,dolma biber,carli biber,cin biber,salcalik kapya biber,kil biber,beyaz lahana,mor lahana,kil biber.1,kemer patlican,mandalin_2,salkim domates,muhtelif domates,salcalik domates,salatalik_2,sogan_2,limon_2,nane (bag),topak patlican,kultur mantar,maydonoz (bag),patates_3,bamya,eksi ot (bag),incir,kestane,hurma
2019-12-02,0.5,1.0,2.0,1.0,0.5,0.8,1.5,1.5,2.5,0.5,1.0,1.0,0.7,0.5,1.5,1.0,0.8,15.0,0.7,2.0,0.7,1.0,0.7,1.5,1.0,0.6,0.5,1.5,2.0,1.0,1.5,2.0,0.5,0.5,3.0,0.7,2.5,1.0,0.5,1.0,7.0,0.3,0.5,8.0,1.5,1.0,0.7,2.0,0.7,3.0,7.5,4.0,2.0,1.5,4.0,0.5,2.0,5.0,1.0,1.0,1.0,3.0,3.5,3.0,1.5,6.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-05,0.5,1.0,3.0,1.0,0.7,1.0,2.0,1.5,3.5,0.5,1.0,1.0,0.7,0.5,1.5,1.5,0.8,15.0,0.7,2.0,0.7,1.0,0.7,1.5,1.0,0.6,0.5,2.0,2.0,1.5,2.5,3.5,0.5,0.5,3.0,1.2,2.5,1.0,0.5,1.0,7.0,0.3,0.5,8.0,3.0,2.0,0.7,2.0,0.7,3.0,7.5,4.0,2.0,1.5,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.0,3.5,4.5,1.5,6.0,2.0,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-09,0.5,1.0,3.0,1.0,0.7,1.0,2.0,1.5,3.5,0.5,0.8,1.0,0.7,0.5,1.5,1.5,0.5,15.0,0.7,2.0,0.7,1.0,0.7,2.0,1.0,0.6,0.5,2.5,2.0,2.0,1.5,3.5,0.5,0.5,3.0,1.2,2.5,1.0,0.5,1.0,7.0,0.3,0.5,8.0,3.0,2.0,0.7,2.0,0.7,3.0,7.5,4.0,2.0,1.5,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.0,3.5,4.5,1.5,6.0,2.0,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-12,0.5,1.0,3.0,1.0,0.7,1.0,2.5,1.5,3.5,0.5,0.8,1.2,0.7,0.5,1.5,1.0,0.7,15.0,0.7,2.0,0.7,1.0,1.0,2.0,1.5,0.6,0.5,2.0,2.5,1.5,2.5,3.5,0.5,0.5,3.0,1.2,2.5,1.0,0.5,1.0,7.0,0.3,0.5,8.0,3.0,2.0,0.7,2.0,0.7,3.0,7.5,4.0,2.0,1.5,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.0,3.5,4.5,1.5,6.0,2.0,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-16,0.5,2.0,3.0,1.0,0.7,1.0,2.5,2.0,4.0,0.5,0.8,1.2,0.7,0.5,1.5,1.5,0.7,15.0,0.7,2.0,0.7,1.0,2.0,2.0,2.0,0.6,0.5,2.5,3.0,1.5,4.0,3.5,0.5,0.5,3.5,1.7,2.5,2.0,0.5,1.5,7.0,0.3,0.5,8.0,4.0,2.0,0.7,2.0,0.7,3.0,7.5,4.0,2.0,1.5,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.0,3.5,4.5,1.5,6.0,2.0,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-19,0.4,2.0,3.0,1.0,1.0,1.0,2.5,2.0,4.0,0.5,0.8,1.2,0.7,0.5,1.5,1.5,1.0,15.0,0.7,4.0,0.7,1.0,1.5,2.0,2.0,0.6,0.5,2.5,3.0,1.5,4.0,3.5,0.5,0.5,3.5,1.7,2.5,2.0,0.5,1.5,7.0,0.3,0.5,8.0,4.0,2.0,0.7,2.0,0.7,3.0,7.5,4.0,2.0,1.5,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.0,3.5,4.5,1.5,6.0,2.0,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23,0.4,1.0,3.0,1.0,1.0,1.0,2.5,2.0,4.0,0.5,0.8,1.2,0.5,0.5,2.5,2.5,1.0,15.0,0.7,5.0,0.7,1.0,1.0,2.0,2.0,0.6,0.5,2.5,3.0,1.5,5.0,3.5,0.5,0.5,3.5,1.7,2.5,2.0,0.5,1.5,7.0,0.3,0.5,8.0,4.0,2.0,0.7,2.0,0.7,3.0,7.5,4.0,2.0,1.5,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.0,3.5,4.5,1.5,6.0,3.0,2.0,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,,
2019-12-26,0.4,1.0,3.0,1.0,1.0,1.0,2.5,2.0,4.0,0.5,0.8,1.2,0.5,0.5,2.5,2.0,1.0,15.0,0.7,5.0,0.7,1.0,1.0,2.0,2.0,0.6,0.5,2.5,3.0,1.5,5.0,3.5,0.5,0.5,3.5,1.7,3.0,2.0,0.5,1.5,7.0,0.3,0.5,8.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,7.5,4.0,2.0,1.5,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.0,3.5,4.5,1.5,6.0,3.0,2.0,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,
2019-12-30,0.5,1.0,4.0,1.2,1.2,1.2,2.5,2.0,4.0,0.5,0.8,1.2,0.5,0.5,2.0,2.0,1.0,15.0,0.7,5.0,0.7,1.0,1.0,2.0,2.0,0.6,0.5,2.5,3.0,1.5,5.0,3.5,0.5,0.5,4.5,2.0,4.0,2.0,0.5,2.5,7.0,0.5,0.5,8.0,4.0,2.0,1.5,2.0,2.0,1.0,3.0,7.5,4.5,2.0,1.5,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.0,3.5,4.5,1.5,6.0,3.0,2.0,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,0.5,1.0,4.0,1.2,1.2,1.2,2.5,2.0,4.0,0.5,0.8,1.2,0.5,0.5,2.0,2.0,1.0,15.0,0.7,5.0,0.7,1.0,1.0,2.0,2.0,0.6,0.5,2.0,3.0,1.5,5.0,3.5,0.5,0.5,4.5,2.0,4.0,2.0,0.5,2.5,7.0,0.5,0.5,8.0,4.0,2.0,1.5,2.0,2.0,1.0,3.0,7.5,4.5,2.0,1.5,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.0,3.5,4.5,1.5,6.0,3.0,2.0,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,0.7,1.5,4.0,1.2,1.2,1.2,3.5,2.0,4.0,0.5,0.8,1.2,0.5,0.5,3.0,2.5,1.0,15.0,0.7,5.0,0.7,1.0,1.0,2.0,2.0,0.7,0.5,2.5,3.0,2.5,5.0,4.5,0.7,0.7,5.5,3.0,4.0,2.0,0.7,3.0,7.0,0.5,0.5,8.0,4.0,2.0,1.5,2.0,2.0,1.0,3.0,7.5,4.5,2.0,1.5,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.5,3.5,4.5,1.5,6.0,3.0,2.0,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,0.7,2.0,4.0,1.2,1.2,1.5,4.0,2.0,4.0,0.5,0.8,1.2,0.5,0.5,3.5,2.5,1.0,15.0,0.7,5.0,0.7,1.0,1.0,2.0,3.5,0.7,0.5,2.5,4.0,2.5,5.0,4.5,0.7,0.7,7.0,4.0,4.0,2.5,0.7,4.0,7.0,0.5,0.5,8.0,4.0,2.0,1.5,2.0,2.0,1.0,3.0,7.5,4.5,4.0,1.5,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.5,3.5,4.5,1.5,6.0,3.0,2.0,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,0.7,2.0,4.0,1.2,1.2,1.5,4.0,2.0,4.0,0.5,0.8,1.2,0.5,0.5,3.5,2.5,1.0,15.0,0.7,5.0,0.7,1.0,1.0,2.0,3.5,0.7,0.5,2.5,4.0,2.5,5.0,4.5,0.7,0.7,7.0,4.0,4.0,2.5,0.7,4.0,7.0,0.5,0.5,8.0,4.0,2.0,1.5,2.0,2.0,1.0,3.0,7.5,4.5,4.0,1.5,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.5,3.5,4.5,1.5,6.0,3.0,2.0,2.5,2.0,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,0.7,3.5,4.0,2.0,1.2,1.5,4.0,2.5,4.0,0.5,0.8,1.2,0.5,0.5,4.5,3.5,1.0,15.0,0.7,5.0,0.7,1.0,1.0,2.0,4.0,0.7,2.5,4.0,2.5,5.0,4.5,0.7,0.7,7.0,5.0,4.0,2.5,0.7,5.0,7.0,0.5,0.5,8.0,4.0,2.0,1.5,2.0,3.5,1.0,3.0,7.5,4.5,4.0,2.0,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.5,3.5,4.5,1.5,6.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2020-01-20,0.7,3.5,4.0,2.0,1.2,2.0,4.0,2.5,5.0,0.5,0.8,1.2,0.5,0.5,4.5,3.5,1.0,15.0,0.7,5.0,0.7,1.0,1.0,2.0,4.0,0.7,0.5,3.0,4.0,2.5,5.0,4.5,0.7,0.7,7.0,4.0,4.0,2.5,0.7,5.0,7.0,0.5,0.5,8.0,5.0,2.0,1.5,2.0,4.0,1.0,3.0,7.0,5.0,4.0,2.0,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.5,3.0,3.5,4.5,1.5,6.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
2020-01-23,0.7,3.0,4.0,2.0,1.2,2.0,4.0,2.5,5.0,0.5,0.8,1.2,0.5,0.5,4.5,3.5,1.0,15.0,0.7,5.0,0.7,1.5,1.0,2.0,3.5,0.7,0.5,3.0,4.0,2.5,5.0,4.5,0.7,0.7,7.0,3.0,4.0,2.5,0.7,5.0,7.0,0.5,0.5,8.0,5.0,2.0,1.5,2.0,4.0,1.0,3.0,7.5,5.0,4.0,2.0,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.5,3.0,3.5,4.5,1.5,6.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,
2020-01-27,0.7,3.0,4.0,2.0,1.2,2.0,4.0,2.5,7.0,0.5,0.8,1.2,0.5,0.5,4.5,3.5,1.0,15.0,0.7,5.0,0.7,1.5,1.5,2.0,3.0,0.7,0.5,3.0,4.0,2.5,5.0,4.5,0.7,0.7,7.0,3.0,4.0,2.5,0.7,5.0,7.0,0.5,0.5,8.0,5.0,2.0,1.5,2.0,4.0,1.0,3.0,7.5,5.0,4.0,2.0,4.0,0.5,2.0,5.0,1.5,2.0,1.0,3.5,3.0,3.5,4.5,1.5,6.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,
2020-01-30,0.7,3.5,4.0,2.0,1.5,2.0,4.0,2.5,7.0,0.5,0.8,1.2,0.5,0.5,4.5,3.5,1.0,15.0,0.7,8.0,1.0,2.0,1.5,2.0,3.5,0.7,0.7,3.0,4.0,2.5,5.0,4.5,0.7,0.7,7.0,3.0,4.0,2.5,0.7,5.0,7.0,0.5,0.5,8.0,5.0,2.0,1.5,2.0,4.0,1.0,3.0,7.5,6.0,4.0,2.0,4.0,0.5,2.0,7.0,2.0,2.0,1.0,3.5,3.0,3.5,4.5,1.5,6.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,
2020-02-03,0.7,3.5,4.0,2.0,1.5,2.0,4.0,2.5,7.0,0.5,0.8,1.2,0.5,0.5,4.5,3.5,1.0,15.0,0.7,8.0,1.0,2.0,1.5,2.0,3.5,0.7,0.7,3.0,4.0,2.5,5.0,4.5,0.7,0.7,7.0,3.0,4.0,2.5,0.7,5.0,7.0,0.5,0.5,8.0,5.0,2.0,1.5,2.0,4.0,1.0,3.0,7.5,6.0,4.0,2.0,4.0,0.5,2.0,7.0,2.0,2.0,1.0,3.5,3.0,3.5,4.5,1.5,6.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,
2020-02-06,0.7,3.5,4.0,2.0,1.5,2.0,4.0,2.5,7.0,0.5,0.8,1.2,0.5,0.5,4.5,3.5,1.0,15.0,0.7,8.0,1.0,2.0,1.5,2.0,3.5,0.7,0.7,3.0,4.0,2.5,5.0,4.5,0.7,0.7,7.0,3.0,4.0,2.5,0.7,5.0,7.0,0.5,0.5,8.0,5.0,2.0,1.5,2.0,4.0,1.0,3.0,7.5,6.0,4.0,2.0,4.0,0.5,2.0,7.0,2.0,2.0,1.0,3.5,3.0,3.5,4.5,1.5,6.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,
2020-02-10,0.7,3.5,4.0,3.0,1.5,2.0,4.0,2.5,7.0,0.5,0.8,1.2,0.5,0.5,4.5,4.0,1.0,15.0,0.7,8.0,1.0,2.0,1.5,2.0,3.5,0.7,0.7,3.0,6.0,3.0,5.0,5.5,0.7,0.7,7.0,4.0,3.5,2.5,0.7,5.0,7.0,0.5,0.5,8.0,2.0,3.0,2.0,4.0,1.0,3.0,7.5,6.0,4.0,2.0,4.0,0.5,2.5,8.0,2.0,2.0,1.0,3.5,3.0,3.5,4.5,1.5,6.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-13,0.7,3.5,4.0,3.0,1.5,2.0,5.0,2.5,7.0,0.5,1.0,1.2,0.5,0.5,4.5,4.5,1.0,15.0,0.7,8.0,1.0,2.0,1.0,2.0,3.5,0.7,0.7,4.0,6.0,3.0,5.0,6.0,0.7,0.7,7.0,4.0,3.0,2.0,0.7,5.0,7.0,0.5,0.5,8.0,2.0,3.0,2.0,4.0,1.5,3.0,7.5,6.0,5.0,2.0,4.0,0.5,2.5,7.0,2.0,2.0,1.0,3.5,4.0,3.5,6.0,1.5,6.0,2.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-17,0.7,4.0,4.0,3.0,1.5,2.0,6.0,2.5,7.0,0.5,1.0,1.2,0.5,0.5,6.0,5.0,1.0,15.0,0.7,8.0,1.0,1.5,1.0,2.0,4.0,0.7,0.7,4.0,6.0,3.5,8.0,6.0,0.7,0.7,7.0,4.0,3.0,2.0,0.7,5.0,7.0,0.5,0.5,8.0,2.0,3.0,2.0,4.0,1.5,3.0,7.5,6.0,5.0,3.0,4.0,0.5,2.5,7.0,2.0,2.0,1.0,4.5,4.0,3.5,6.0,1.5,6.0,2.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2020-02-20,0.7,4.0,4.0,3.0,1.5,2.0,6.0,2.5,7.0,0.5,1.0,1.2,0.5,0.5,6.0,5.0,1.0,15.0,0.7,8.0,1.0,1.5,1.0,2.0,4.0,0.7,0.7,4.0,6.0,3.5,8.0,6.0,0.7,0.7,7.0,4.0,3.0,2.0,0.7,5.0,7.0,0.5,0.5,8.0,2.0,3.0,2.0,1.5,3.0,7.5,6.0,5.0,3.0,4.0,0.7,2.5,10.0,2.0,2.0,1.0,5.0,4.0,3.5,6.0,1.5,6.0,2.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,0.7,4.0,4.0,3.0,1.5,2.0,6.0,2.5,7.0,0.5,1.0,1.2,0.5,0.5,6.0,5.0,1.0,15.0,0.7,8.0,1.0,1.5,1.0,2.0,4.0,0.7,0.5,4.0,6.0,3.5,8.0,6.0,0.7,0.7,7.0,5.0,3.0,2.0,0.7,5.0,7.0,0.5,0.5,8.0,3.5,3.0,2.5,1.5,3.0,7.5,6.0,5.0,3.5,4.0,0.7,2.5,10.0,2.0,2.0,1.0,5.0,4.0,3.5,6.0,1.5,6.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,0.7,4.0,5.0,3.0,1.5,2.0,7.0,2.5,7.0,0.5,1.0,1.2,0.5,0.5,5.0,4.0,1.0,15.0,0.7,8.0,1.0,1.5,1.0,2.0,3.0,0.7,0.7,5.0,6.0,3.5,8.0,6.0,0.7,0.7,9.0,5.0,3.0,2.0,0.7,5.0,7.0,0.5,0.5,8.0,3.5,3.0,2.5,1.5,4.0,7.5,6.0,5.0,3.5,4.0,0.7,3.0,10.0,2.0,2.0,1.0,5.0,4.0,3.5,6.0,1.5,6.0,2.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,0.7,4.0,5.0,3.0,1.5,2.0,7.0,2.5,5.0,0.5,1.0,1.2,0.5,0.5,4.5,3.5,1.0,15.0,0.7,8.0,1.0,1.0,1.0,2.0,3.0,0.7,0.7,5.0,6.0,3.5,8.0,6.0,0.7,0.7,9.0,4.0,3.0,2.0,0.7,5.0,7.0,0.5,0.5,8.0,3.5,3.0,2.5,1.5,4.0,7.5,6.0,5.0,3.5,4.0,0.7,3.0,10.0,2.0,2.0,1.0,5.0,4.0,3.5,6.0,1.5,6.0,2.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,0.7,4.0,5.0,3.0,1.5,2.0,6.0,2.5,4.0,0.5,1.0,1.2,0.5,0.5,4.5,3.0,1.0,15.0,0.7,4.0,8.0,1.0,1.0,1.0,2.0,2.5,0.7,14.0,0.7,5.0,6.0,3.5,8.0,6.0,0.7,0.7,9.0,4.0,3.0,2.0,0.7,4.0,7.0,0.5,0.5,3.5,3.0,2.5,1.5,4.0,7.5,6.0,5.0,3.5,4.0,0.7,3.0,8.0,2.0,2.0,1.0,5.0,3.5,6.0,1.5,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,0.7,3.5,5.0,3.0,1.5,2.0,4.5,2.5,4.0,0.5,1.0,1.2,0.5,0.5,12.0,4.0,3.0,1.0,15.0,0.7,4.0,8.0,1.0,1.0,1.0,2.0,2.5,0.7,14.0,0.7,5.0,6.0,3.0,8.0,6.0,0.7,0.7,9.0,3.5,3.0,2.0,0.7,4.0,7.0,0.5,0.5,3.5,3.0,2.5,1.5,4.0,7.5,3.5,5.0,3.5,4.0,0.7,3.0,8.0,2.0,2.0,1.0,5.0,3.5,6.0,1.5,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,0.7,3.5,5.0,3.0,1.5,2.0,6.0,2.5,4.0,0.5,1.0,1.0,0.5,0.5,12.0,4.0,3.0,1.0,20.0,0.7,4.0,10.0,1.0,1.0,1.0,1.5,2.5,0.7,14.0,0.7,2.5,6.0,6.0,3.0,8.0,6.0,0.7,0.7,9.0,3.5,3.0,2.0,0.7,4.0,7.0,0.5,0.5,3.5,3.0,2.5,1.5,4.0,7.5,6.0,5.0,3.5,4.0,0.7,3.0,8.0,2.0,2.0,1.0,5.0,3.5,6.0,1.5,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,0.7,3.0,5.0,3.0,1.5,2.0,6.0,2.5,2.0,0.5,1.0,1.0,0.5,0.5,12.0,4.0,3.0,1.0,20.0,0.7,4.0,10.0,1.0,1.0,1.0,2.0,2.0,0.7,10.0,0.7,3.0,6.0,6.0,4.5,10.0,6.0,0.7,0.7,9.0,4.0,2.5,1.5,0.7,4.0,7.0,0.5,0.5,3.5,3.0,2.5,1.5,4.0,7.5,6.0,5.0,3.5,4.0,0.7,3.0,8.0,2.0,2.0,1.0,5.0,3.5,6.0,1.5,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,0.7,3.0,5.0,2.5,1.5,2.0,7.0,2.5,3.0,0.5,1.5,1.0,0.5,0.5,12.0,4.0,3.0,20.0,0.7,4.0,10.0,1.0,1.0,1.0,2.0,2.0,0.7,10.0,0.7,3.0,7.0,6.0,4.5,10.0,6.0,0.7,0.7,9.0,4.0,2.5,1.5,0.7,4.0,7.0,0.5,0.5,3.5,3.0,2.5,1.5,7.5,6.0,5.0,4.5,4.0,0.7,3.0,4.0,2.0,2.0,1.0,5.0,3.5,6.0,1.5,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,0.7,3.0,2.0,2.5,1.5,2.0,7.0,4.0,3.0,0.5,2.0,1.0,1.0,0.5,12.0,4.0,3.0,1.5,30.0,0.7,4.0,10.0,1.0,1.0,1.5,2.0,2.0,0.7,10.0,0.7,3.0,7.0,6.0,4.5,10.0,6.0,0.7,0.7,9.0,4.0,2.5,0.7,0.7,4.0,7.0,0.5,0.5,3.5,3.0,2.5,1.5,6.0,7.5,6.0,5.0,9.0,4.0,0.7,3.0,4.0,2.0,2.0,1.0,5.0,3.5,7.0,6.0,1.5,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,0.7,1.5,2.0,2.5,1.5,2.0,5.0,5.0,1.5,0.5,2.0,1.0,1.0,0.5,10.0,3.0,2.0,1.5,30.0,0.7,4.0,5.0,1.0,1.0,1.5,2.0,1.0,0.7,10.0,0.7,3.0,5.0,5.0,4.0,10.0,4.0,0.7,0.7,9.0,1.5,1.5,0.7,0.7,1.5,7.0,0.5,0.5,3.5,3.0,2.5,1.5,5.0,6.0,7.5,6.0,5.0,4.5,4.0,0.7,3.0,4.0,10.0,2.0,2.0,1.0,5.0,7.0,6.0,1.5,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
2020-03-31,0.7,1.0,2.0,1.5,1.0,1.5,5.0,5.0,1.5,0.5,2.0,1.0,1.0,0.5,10.0,1.5,1.0,1.5,30.0,0.7,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.7,10.0,0.5,3.0,5.0,5.0,4.0,10.0,4.0,0.5,0.7,9.0,1.0,1.5,0.7,0.5,1.0,7.0,0.5,0.5,3.5,3.0,2.5,1.5,5.0,6.0,7.5,5.0,10.0,5.0,4.5,4.0,0.7,3.0,4.0,10.0,2.5,2.5,1.0,5.0,7.0,6.0,1.5,6.0,2.5,2.0,,,,,,,,,,,,,,,,,,,,
2020-04-02,0.7,1.0,2.0,1.5,1.0,1.5,5.0,5.0,1.5,0.5,2.0,1.0,1.0,0.5,10.0,1.5,1.0,1.5,30.0,0.7,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.7,10.0,0.5,1.5,5.0,5.0,4.0,10.0,4.0,0.5,0.7,9.0,1.0,1.5,0.7,0.5,1.0,7.0,0.5,0.5,3.5,3.0,2.5,1.5,4.0,6.0,7.5,5.0,8.0,5.0,4.5,4.0,0.7,4.0,4.0,10.0,2.5,2.5,1.0,5.0,6.0,6.0,1.5,5.0,6.0,2.5,2.0,,,,,,,,,,,,,,,,,,,
2020-04-06,0.7,1.0,2.0,1.5,1.0,1.5,5.0,5.0,1.5,0.5,2.0,1.0,1.0,0.5,10.0,1.5,0.8,1.5,30.0,0.7,2.0,4.0,1.0,1.0,1.5,1.0,1.0,0.7,10.0,0.5,1.5,5.0,5.0,4.0,10.0,6.0,0.5,0.7,9.0,1.0,2.5,1.0,0.5,1.0,7.0,0.5,0.5,3.5,3.0,2.5,1.5,4.0,6.0,7.5,5.0,8.0,5.0,4.0,4.0,0.7,4.0,3.0,10.0,2.5,2.5,1.0,5.0,5.0,6.0,1.5,5.0,6.0,2.5,2.0,,,,,,,,,,,,,,,,,,,
2020-04-09,0.7,1.0,2.0,1.5,1.0,1.5,3.0,5.0,1.5,0.5,2.0,1.0,1.0,0.5,10.0,1.5,0.8,1.5,30.0,0.7,2.0,4.0,1.0,1.0,2.0,1.0,1.0,0.7,10.0,0.5,1.5,4.0,4.0,3.0,10.0,6.0,0.5,0.7,7.0,1.0,2.5,1.0,0.5,1.0,7.0,0.5,0.5,5.0,3.0,3.0,1.5,4.0,6.0,7.5,6.0,8.0,5.0,4.0,4.0,0.7,4.0,3.0,10.0,2.5,2.5,1.0,5.0,5.0,6.0,1.5,5.0,6.0,2.5,2.0,,,,,,,,,,,,,,,,,,,
2020-04-13,1.5,2.0,1.5,1.0,1.5,3.0,5.0,1.5,0.5,2.0,1.0,1.0,0.5,10.0,2.0,1.0,1.5,30.0,0.7,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.5,10.0,0.5,1.5,4.0,4.0,3.0,10.0,6.0,0.5,0.7,5.0,1.0,3.0,2.0,0.5,1.0,7.0,0.5,0.5,5.0,3.0,3.0,85.0,1.5,4.0,6.0,7.5,6.0,8.0,5.0,4.0,4.0,0.7,4.0,3.0,10.0,2.5,2.5,2.5,1.0,5.0,5.0,6.0,1.5,5.0,6.0,2.0,,,,,,,,,,,,,,,,,,,
2020-04-20,0.7,1.5,2.0,1.5,1.0,1.5,3.0,5.0,1.5,0.5,2.0,1.0,1.0,0.5,2.5,30.0,0.7,2.0,4.0,1.0,1.0,2.0,1.0,0.7,10.0,0.5,1.5,3.5,4.0,3.0,10.0,6.0,0.5,0.7,4.0,1.0,3.0,2.0,0.5,1.0,7.0,5.0,3.0,3.0,50.0,2.5,4.0,6.0,9.0,7.5,4.0,4.0,0.7,4.0,3.0,10.0,2.5,2.5,1.0,5.0,5.0,6.0,1.5,5.0,6.0,2.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
