tarih,yerli yesil sogan,yerli kirmizi turp,yerli semiz otu(bag),yerli armut,yerli carli biber,yerli maydonoz(bag),yerli kiraz,yerli kil biber,havuc,yerli visne,yerli sivri biber,yerli salatalik,yerli patlican,yerli kayisi,yerli marul (adet),yerli kabak,yerli fasulye,yerli domates,yerli biber dolma,beyaz kabak,taze misir (adet),patates_2,ceri domates,mor marul (adet),muhtelif marul (adet),aysberk marul (adet),koy biberi,brokoli,taze patates,domates_2,taze yesil sogan,biber_2,roka (bag),patates,pirasa,pazi,barbunya,muhtelif turp,tere,goger sogan,silor salatalik,muhtelif salatalik,kirmizi sogan,kuru sogan,kuru sarimsak,taze sarimsak,semiz otu (bag),kirmizi pancar,kornison salatalik,buruksel lahana,asma yapragi,hirtlak,koy domatesi,ithal karpuz,muhtelif fasulye,feslegen (bag),ispanak,karnabahar,kereviz,kara kabak,bal kabagi,ithal kavun,enginar (adet),dere otu (bag),bakla,araka bezelye,sivri biber,dolma biber,carli biber,cin biber,salcalik kapya biber,kil biber,beyaz lahana,mor lahana,kil biber.1,kemer patlican,mandalin_2,salkim domates,muhtelif domates,salcalik domates,salatalik_2,sogan_2,limon_2,nane (bag),topak patlican,kultur mantar,maydonoz (bag),patates_3,bamya,eksi ot (bag),incir,kestane,hurma
2020-04-23,0.7,1.5,4.0,1.5,1.0,1.5,3.0,5.0,1.5,0.5,2.0,1.0,1.0,0.5,10.0,1.5,1.0,1.5,30.0,0.7,2.0,4.0,1.0,1.0,2.0,1.0,1.0,0.7,10.0,0.5,1.5,3.0,4.0,3.0,7.0,6.0,0.5,0.7,4.0,1.0,3.0,3.0,2.0,1.0,7.0,0.5,0.5,3.0,50.0,2.5,4.0,8.0,9.0,7.5,8.0,5.0,4.0,4.0,4.0,3.5,10.0,2.5,2.5,1.0,5.0,5.0,6.0,1.5,5.0,6.0,2.5,4.0,,,,,,,,,,,,,,,,,,,,,
2020-04-27,0.7,1.5,4.0,1.5,1.0,1.5,2.5,5.0,1.5,0.5,2.0,1.0,1.0,0.5,10.0,1.5,1.0,1.5,30.0,0.7,2.0,4.0,1.0,1.0,2.0,1.0,1.0,0.7,10.0,0.5,1.5,2.5,3.0,2.5,7.0,6.0,0.5,0.7,4.0,1.0,3.0,2.0,0.5,1.0,7.0,0.5,0.5,5.0,3.0,3.0,50.0,2.5,4.0,8.0,9.0,7.5,8.0,3.0,4.0,4.0,1.0,4.0,3.5,10.0,2.5,2.5,1.0,5.0,5.0,6.0,1.5,5.0,6.0,2.5,4.0,,,,,,,,,,,,,,,,,,
2020-04-30,0.7,1.0,4.0,1.5,1.0,1.5,2.5,5.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,0.7,8.0,0.5,1.5,2.5,3.0,2.5,7.0,6.0,0.5,1.0,4.0,1.0,3.0,2.0,0.5,1.0,7.0,0.5,0.5,5.0,3.0,4.0,8.0,9.0,7.5,5.0,5.0,4.0,4.0,1.0,4.0,6.0,5.0,2.5,2.5,1.0,5.0,5.0,6.0,2.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,0.7,1.0,4.0,1.5,1.0,1.5,2.5,5.0,1.5,0.5,2.0,1.0,1.0,0.5,10.0,2.5,1.5,1.0,20.0,15.0,0.7,2.0,4.0,1.0,1.0,2.0,1.0,1.0,0.7,10.0,8.0,0.5,1.5,2.5,3.0,2.5,7.0,6.0,0.5,1.0,4.0,1.0,3.0,2.0,0.5,1.0,7.0,0.5,0.5,5.0,3.0,3.0,50.0,2.5,4.0,8.0,9.0,7.5,5.0,5.0,4.0,1.0,4.0,6.0,5.0,2.5,1.0,5.0,5.0,6.0,1.5,6.0,6.0,2.5,4.0,,,,,,,,,,,,,,,,,,
2020-05-07,1.2,1.0,2.0,1.5,1.0,1.5,1.5,3.0,1.5,0.5,2.0,1.0,1.5,0.5,10.0,2.5,1.5,0.8,20.0,7.0,0.7,2.0,4.0,1.0,2.0,2.0,1.0,0.7,5.0,2.0,0.5,1.5,1.5,2.5,1.5,5.0,6.0,0.5,1.0,3.0,1.5,3.0,1.5,0.5,1.0,7.0,0.5,0.5,5.0,3.0,3.0,40.0,2.5,4.0,4.0,8.0,9.0,7.5,5.0,3.0,4.0,5.0,1.0,7.0,5.0,2.5,2.5,1.0,5.0,5.0,6.0,1.5,2.0,6.0,2.5,4.0,,,,,,,,,,,,,,,,,
2020-05-11,1.2,1.0,2.0,1.5,1.0,1.5,1.5,3.0,2.0,1.5,0.5,1.0,1.5,0.5,10.0,1.0,1.0,0.8,15.0,5.0,0.7,2.0,3.0,1.0,2.0,2.0,1.0,0.7,3.0,2.0,0.5,1.5,1.0,1.5,1.0,5.0,6.0,0.5,1.0,3.0,1.5,3.0,1.5,0.5,1.0,7.0,0.5,0.5,5.0,3.0,3.0,40.0,2.5,0.0,4.0,8.0,9.0,7.0,5.0,3.0,3.0,5.0,1.0,7.0,3.0,2.5,2.5,1.0,5.0,5.0,6.0,2.0,6.0,2.5,4.0,,,,,,,,,,,,,,,,,,
2020-05-18,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,5.0,6.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,7.0,0.0,0.0,5.0,3.0,40.0,2.0,0.0,4.0,8.0,9.0,7.0,5.0,3.0,3.0,5.0,1.0,7.0,3.0,2.0,2.0,1.0,5.0,5.0,6.0,1.0,6.0,2.0,4.0,,,,,,,,,,,,,,,,,,,
2020-05-21,1.2,1.0,2.0,1.5,1.0,1.5,1.0,3.0,1.2,1.5,0.5,1.0,1.0,1.5,0.5,10.0,0.5,0.5,0.8,5.0,5.0,0.7,1.5,2.0,1.0,2.0,2.0,1.0,0.7,3.0,2.0,0.5,1.5,1.0,1.5,1.0,5.0,4.0,0.5,1.0,3.0,1.5,2.0,0.5,1.0,7.0,0.5,0.5,5.0,3.0,3.0,40.0,2.5,3.0,4.0,8.0,9.0,7.0,5.0,3.0,3.0,1.0,7.0,3.0,2.5,2.5,1.0,5.0,5.0,6.0,1.5,2.0,6.0,2.5,4.0,,,,,,,,,,,,,,,,,,
2020-05-29,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,0.5,1.0,1.0,3.0,0.5,10.0,1.0,0.8,0.8,10.0,7.0,0.7,1.0,2.0,1.0,1.0,3.0,2.0,0.5,1.0,1.0,1.0,1.0,5.0,5.0,0.5,1.0,3.0,1.0,2.0,1.0,0.5,1.0,7.0,0.5,0.5,5.0,20.0,2.0,3.0,8.0,9.0,7.0,3.0,5.0,1.0,4.0,5.0,2.0,2.0,1.0,5.0,5.0,6.0,2.0,6.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,2.0,0.5,0.5,2.0,1.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,2.0,1.5,0.5,1.0,1.0,5.0,2.3,0.5,1.5,1.0,0.8,10.0,5.0,0.7,2.0,1.0,2.0,2.0,1.0,3.0,0.5,1.5,4.0,1.0,1.5,1.0,5.0,0.5,1.0,3.0,1.0,1.0,1.0,0.5,1.0,7.0,0.5,5.0,0.5,5.0,2.5,3.0,8.0,9.0,7.0,3.0,3.0,5.0,1.0,3.0,2.0,5.0,0.8,5.0,6.0,2.0,6.0,7.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,,,
2020-06-04,2.0,0.5,0.5,1.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,1.5,2.0,1.5,0.5,1.0,1.0,5.0,2.3,0.5,1.5,1.0,0.8,10.0,5.0,0.7,4.0,1.0,2.0,2.0,2.0,2.0,0.5,2.5,4.0,2.0,2.0,1.0,5.0,4.0,0.5,1.0,4.0,1.0,1.0,1.0,0.5,1.0,7.0,0.5,7.0,0.5,5.0,30.0,2.5,3.0,8.0,9.0,7.0,3.0,3.0,5.0,1.0,3.0,2.0,5.0,0.8,4.0,5.0,6.0,2.0,3.5,6.0,7.0,3.0,2.0,4.0,,,,,,,,,,,,,,,
2020-06-08,2.0,0.5,0.5,1.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.5,2.5,2.0,1.5,0.5,1.0,0.8,5.0,2.3,0.5,1.5,1.0,0.8,20.0,5.0,0.7,10.0,5.0,1.0,2.0,2.0,2.0,2.0,0.5,2.5,4.0,2.5,3.0,2.0,4.0,4.0,0.5,1.0,6.0,1.0,1.0,1.0,0.5,1.0,7.0,0.5,5.0,0.5,20.0,2.5,3.0,8.0,9.0,6.0,3.0,3.0,5.0,1.0,5.0,2.0,5.0,0.5,4.0,5.0,6.0,2.0,3.5,6.0,7.0,3.0,2.0,4.0,,,,,,,,,,,,,,,
2020-06-11,2.0,0.5,0.5,1.5,1.0,1.0,2.0,0.7,1.0,1.0,1.0,1.5,2.5,3.0,1.5,0.5,1.0,0.8,5.0,2.3,0.5,0.5,0.5,0.8,10.0,5.0,0.7,8.0,10.0,1.0,2.0,3.0,2.0,2.0,0.5,2.5,4.0,2.5,3.0,2.0,4.0,4.0,0.5,1.0,6.0,1.0,1.0,1.0,0.5,1.0,7.0,0.5,5.0,0.5,20.0,2.5,3.0,8.0,9.0,6.0,3.0,3.0,6.0,1.0,5.0,2.0,5.0,0.5,4.0,5.0,6.0,2.0,3.5,6.0,5.0,3.0,1.5,4.0,,,,,,,,,,,,,,,
2020-06-15,2.0,0.5,0.5,1.5,1.0,1.0,1.0,0.7,2.0,1.0,1.0,1.5,2.5,3.0,1.5,0.5,1.0,0.8,5.0,2.5,0.5,0.5,0.5,0.8,10.0,5.0,0.7,8.0,10.0,1.0,2.0,3.0,1.0,2.0,0.5,2.5,4.0,2.5,3.0,2.0,4.0,4.0,0.5,1.0,6.0,1.5,1.5,1.5,0.5,1.0,7.0,0.5,5.0,0.5,20.0,2.5,3.0,8.0,8.0,6.0,3.0,3.0,6.0,1.0,5.0,2.0,5.0,0.5,4.0,6.0,2.0,3.5,6.0,5.0,3.0,1.5,4.0,,,,,,,,,,,,,,,,
2020-06-18,2.0,0.5,0.5,1.5,1.0,1.0,1.0,0.7,2.0,1.0,1.0,1.5,2.5,3.0,1.5,0.5,1.0,0.8,5.0,2.5,0.5,0.5,0.5,0.8,10.0,5.0,0.7,8.0,6.0,1.0,2.0,1.5,1.0,2.0,0.5,2.5,4.0,2.5,3.0,2.0,4.0,4.0,0.5,1.0,6.0,1.5,1.5,1.5,0.5,1.0,7.0,0.5,5.0,0.5,10.0,20.0,2.5,1.0,5.0,8.0,6.0,3.0,3.0,6.0,1.0,5.0,2.0,5.0,0.5,4.0,6.0,2.0,3.5,6.0,5.0,3.0,1.5,4.0,,,,,,,,,,,,,,,
2020-06-22,2.0,0.5,0.5,1.5,1.0,1.0,1.0,0.7,2.0,1.0,1.0,1.5,2.5,3.0,1.5,0.5,1.0,0.8,5.0,2.5,0.5,0.5,0.5,0.8,10.0,5.0,0.7,8.0,3.0,1.0,2.0,1.5,1.0,0.5,2.5,4.0,2.5,3.0,2.0,4.0,2.0,0.5,1.0,6.0,1.0,1.5,1.5,0.5,1.0,7.0,0.5,5.0,0.5,20.0,2.5,1.0,5.0,8.0,6.0,3.0,3.0,6.0,5.0,2.0,5.0,0.5,4.0,4.0,3.5,6.0,3.0,3.0,1.5,4.0,,,,,,,,,,,,,,,,,,,
2020-06-25,2.0,0.5,2.0,0.5,3.0,3.0,1.5,4.0,2.5,1.0,3.0,1.0,1.5,3.0,2.0,1.0,0.7,2.0,1.0,1.0,1.5,2.0,3.0,1.5,0.5,1.0,1.0,5.0,2.5,0.5,0.5,0.5,0.8,10.0,5.0,0.7,8.0,3.0,1.0,2.0,1.5,1.0,2.0,0.5,2.5,3.0,2.5,2.0,2.0,4.0,2.0,0.5,1.0,3.0,0.7,1.5,1.5,0.5,0.7,7.0,0.5,5.0,0.5,10.0,15.0,2.5,1.0,5.0,8.0,6.0,3.0,3.0,6.0,5.0,2.0,5.0,0.5,4.0,3.0,3.5,6.0,3.0,3.0,1.5,4.0,,,,,,,,
2020-06-29,2.0,0.5,2.0,0.5,3.0,3.0,1.5,4.0,2.5,1.0,3.0,1.0,1.5,3.0,2.0,1.0,0.7,2.0,1.0,1.0,1.5,2.0,3.0,1.5,0.5,1.0,1.0,5.0,1.0,0.5,0.5,0.5,0.5,10.0,5.0,0.7,8.0,5.0,2.0,1.0,2.0,1.5,1.0,2.0,0.5,2.5,3.0,2.0,2.0,2.0,4.0,2.0,0.5,1.0,3.0,0.7,1.0,1.5,0.5,0.7,7.0,0.5,5.0,0.5,10.0,15.0,2.5,1.0,5.0,8.0,6.0,3.0,3.0,6.0,5.0,2.0,5.0,0.5,3.5,2.5,3.0,6.0,3.0,3.0,1.5,4.0,,,,,,,
2020-07-02,2.0,0.5,2.0,0.5,3.0,3.0,1.5,4.0,2.0,1.0,3.0,1.0,1.5,3.0,2.0,1.0,0.7,2.0,1.0,1.0,1.5,2.0,3.0,1.5,0.5,1.0,1.0,5.0,1.0,0.5,0.5,0.5,0.8,10.0,5.0,0.7,8.0,4.0,2.0,1.0,2.0,1.5,1.0,2.0,0.5,2.5,3.0,2.0,2.0,2.0,4.0,2.0,0.5,1.0,3.0,0.7,1.0,1.0,0.5,0.7,7.0,0.5,5.0,0.5,8.0,15.0,2.5,1.0,5.0,8.0,6.0,3.0,3.0,6.0,5.0,2.0,5.0,0.5,3.5,2.5,3.0,6.0,2.0,3.0,1.5,4.0,,,,,,,
2020-07-06,2.0,0.5,2.0,0.5,1.5,3.0,1.5,4.0,2.0,1.0,3.0,1.0,0.5,3.0,2.0,0.5,0.7,2.0,1.0,1.0,1.5,2.0,3.0,1.5,0.5,1.0,5.0,1.0,0.5,0.5,0.5,0.8,10.0,5.0,0.7,8.0,4.0,2.0,1.0,2.0,1.5,0.5,0.5,2.5,3.0,2.0,2.0,2.0,4.0,2.0,0.5,1.0,3.0,0.7,1.0,1.0,0.5,0.7,7.0,0.5,4.0,0.5,6.0,15.0,2.5,1.0,5.0,8.0,6.0,3.0,3.0,6.0,5.0,2.0,5.0,0.5,3.5,2.5,3.0,6.0,2.0,3.0,1.5,4.0,,,,,,,,,
2020-07-09,1.5,0.7,2.0,0.5,2.0,3.0,0.7,4.0,2.0,1.0,3.0,1.0,0.5,3.0,1.0,0.5,0.7,2.0,1.0,1.0,1.5,1.5,3.0,1.5,0.5,1.0,5.0,1.0,0.5,0.8,0.8,0.8,10.0,0.7,8.0,2.0,1.0,2.0,1.5,0.5,0.5,2.5,3.0,1.5,2.0,2.0,4.0,2.0,0.5,1.0,2.0,0.7,1.0,1.0,0.5,0.7,7.0,0.5,4.0,0.5,4.0,15.0,2.5,2.5,7.0,8.0,6.0,3.0,3.0,6.0,5.0,2.0,5.0,0.7,3.5,2.5,3.0,6.0,2.0,3.0,1.5,4.0,,,,,,,,,,,
2020-07-14,1.5,0.7,2.0,0.5,2.0,3.0,0.7,4.0,2.0,1.0,3.0,1.0,0.5,3.0,1.0,0.5,0.7,2.0,1.0,1.0,1.5,1.5,3.0,1.5,0.5,1.0,5.0,1.0,0.5,0.8,0.8,0.8,10.0,0.7,8.0,2.0,1.0,2.0,1.5,0.5,0.5,2.5,3.0,1.5,2.0,2.0,2.0,2.0,0.5,1.0,2.0,0.7,2.0,1.0,1.0,0.5,0.7,7.0,0.5,4.0,0.5,6.0,15.0,2.5,2.5,7.0,8.0,6.0,3.0,3.0,6.0,5.0,2.0,5.0,0.7,3.5,2.5,3.0,6.0,2.0,3.0,1.5,4.0,,,,,,,,,,
2020-07-16,1.5,0.7,2.0,0.5,2.0,3.0,0.7,4.0,2.0,1.0,3.0,1.0,0.5,3.0,1.0,0.5,0.7,2.0,1.0,1.0,1.5,1.5,3.0,1.5,0.5,1.0,5.0,1.0,0.5,0.8,0.8,0.8,10.0,0.7,8.0,2.0,1.0,2.0,1.5,0.5,0.5,2.5,3.0,1.5,2.0,2.0,2.0,2.0,0.5,1.0,2.0,0.7,2.0,1.0,1.0,0.5,0.7,7.0,0.5,4.0,0.5,6.0,15.0,2.0,2.5,7.0,8.0,6.0,3.0,3.0,6.0,5.0,2.0,5.0,0.7,3.5,2.5,3.0,6.0,2.0,3.0,1.5,4.0,,,,,,,,,,
2020-07-20,1.5,0.7,1.5,0.5,2.0,1.0,0.7,1.0,1.0,3.0,1.0,0.5,1.0,1.0,0.5,0.7,2.0,1.0,1.0,1.5,1.0,3.0,1.5,0.5,1.0,5.0,1.0,0.5,0.8,0.8,0.8,10.0,0.7,8.0,3.5,1.0,1.0,2.0,1.5,0.5,0.5,3.0,1.0,1.0,1.5,2.0,2.0,0.5,1.0,1.0,0.7,2.0,1.0,1.0,0.5,0.7,7.0,0.5,4.0,0.5,6.0,15.0,2.5,2.5,7.0,8.0,6.0,3.0,3.0,6.0,5.0,2.0,5.0,0.7,5.0,2.5,3.0,6.0,2.0,3.0,1.5,4.0,,,,,,,,,,,
2020-07-23,1.5,0.7,1.5,0.5,2.0,1.0,0.7,4.0,1.0,1.0,0.7,3.0,1.0,0.5,1.0,1.0,1.0,0.5,0.7,2.0,1.0,1.0,1.5,1.0,3.0,1.5,0.5,1.0,5.0,1.0,0.5,0.8,0.8,0.8,10.0,0.7,8.0,3.5,1.0,1.0,2.0,1.5,0.5,0.5,3.0,1.0,1.0,1.5,2.0,2.0,0.5,1.0,1.0,0.7,2.0,1.0,1.0,0.5,0.7,7.0,0.5,4.0,0.5,6.0,6.0,15.0,2.0,2.0,7.0,8.0,6.0,3.0,3.0,6.0,5.0,2.0,5.0,0.7,3.5,2.5,3.0,6.0,2.0,3.0,1.5,4.0,,,,,,,
2020-07-27,1.5,0.7,1.0,0.5,3.0,1.0,0.7,1.0,1.0,0.7,3.0,0.5,0.5,2.0,0.8,1.0,0.5,0.7,2.0,1.0,0.5,1.5,1.0,3.0,1.5,0.5,1.0,5.0,1.0,0.5,0.8,0.8,0.8,10.0,0.7,2.5,2.0,1.0,2.0,1.5,0.5,0.5,3.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,0.5,2.0,0.8,1.0,0.7,7.0,0.5,4.0,0.5,6.0,4.0,15.0,2.5,7.0,7.0,5.0,2.0,3.0,6.0,5.0,2.0,5.0,0.5,5.0,2.0,3.0,6.0,3.0,3.0,1.5,4.0,,,,,,,,,,,
2020-08-06,2.5,1.5,0.7,1.0,0.5,3.0,1.0,0.7,4.0,1.0,1.0,0.7,3.0,0.5,0.5,2.0,0.8,1.0,0.5,0.7,0.4,2.0,1.0,0.5,1.5,1.0,3.0,2.5,0.5,0.7,1.5,5.0,1.0,0.5,0.8,0.8,2.5,0.8,17.0,10.0,0.7,1.5,1.5,1.0,2.0,1.0,2.0,1.5,3.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,0.5,2.0,0.8,1.0,0.5,0.7,7.0,4.0,0.5,4.0,5.0,15.0,5.0,4.0,7.0,10.0,5.0,15.0,3.0,4.0,6.0,5.0,2.0,5.0,0.5,4.0,4.0,2.0,3.0,6.0,3.0,3.0,1.5,4.0
2020-08-10,1.0,1.0,0.7,4.0,1.0,1.0,0.7,3.0,0.5,0.5,2.0,0.8,0.5,0.7,0.4,2.0,1.0,0.5,1.5,0.5,3.0,2.5,0.5,0.7,1.5,5.0,1.0,0.5,1.5,0.8,2.5,0.8,17.0,10.0,0.7,1.5,2.0,1.0,0.5,2.0,1.0,2.0,1.5,3.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,0.5,1.5,1.5,1.0,0.5,0.7,7.0,0.5,4.0,0.5,6.0,5.0,15.0,5.0,4.0,7.0,10.0,5.0,3.0,4.0,6.0,5.0,2.0,5.0,4.0,7.0,2.0,3.0,6.0,8.0,3.0,1.5,4.0,,,,,,
2020-08-13,1.5,8.0,0.7,6.0,1.0,0.7,3.0,0.5,0.8,2.0,0.8,0.7,0.4,1.0,0.5,1.5,3.0,2.5,0.5,0.7,1.5,2.0,6.0,6.0,1.5,1.0,2.5,0.8,17.0,10.0,0.7,1.5,1.5,2.0,1.0,2.0,1.5,3.0,0.8,0.5,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.7,7.0,0.3,5.0,15.0,5.0,4.0,7.0,10.0,5.0,5.5,6.0,5.0,2.0,2.0,5.0,0.5,3.0,5.0,7.0,1.0,0.5,1.0,0.8,0.5,3.0,8.0,4.0,,,,,,,,,,,,,,,
2020-08-17,2.5,1.0,0.7,1.0,0.5,8.0,1.0,0.7,0.7,1.0,0.7,3.0,0.7,0.8,2.0,0.8,1.0,0.8,0.7,2.0,1.0,0.7,1.5,0.7,3.0,2.5,0.5,0.5,1.5,5.0,1.0,0.5,1.5,1.0,2.0,0.8,10.0,0.7,1.5,2.0,1.0,2.0,0.7,2.0,1.5,3.0,0.8,0.5,0.7,1.0,1.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.8,0.5,0.5,0.7,7.0,0.3,6.0,0.5,6.0,5.0,15.0,5.0,7.0,7.5,5.0,2.0,5.0,6.0,5.0,2.0,5.0,0.5,4.0,7.0,2.0,3.0,6.0,8.0,3.0,1.5,4.0,,,,
2020-08-20,2.5,1.0,0.7,1.0,0.5,1.0,0.5,0.5,1.0,1.0,3.0,0.5,1.0,2.0,0.8,1.0,1.0,0.7,2.0,1.0,0.5,1.5,0.5,3.0,2.5,0.5,0.5,1.0,5.0,1.0,0.5,1.5,1.0,2.0,0.8,10.0,0.7,1.5,2.0,1.0,2.0,1.0,2.0,1.5,3.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.8,0.5,0.5,1.0,7.0,0.3,6.0,0.5,6.0,7.0,15.0,5.0,10.0,7.5,5.0,2.0,4.0,6.0,5.0,2.0,5.0,0.5,4.0,6.0,2.0,4.0,6.0,3.0,1.0,4.0,,,,,,
2020-08-24,2.5,1.0,0.7,1.0,0.5,1.5,0.5,1.5,1.0,1.5,3.0,1.0,1.0,2.0,0.8,1.5,1.0,0.5,2.0,1.0,1.0,1.5,1.0,3.0,2.5,0.5,0.5,1.0,5.0,1.0,0.5,1.5,1.0,2.0,0.8,15.0,0.7,1.5,2.0,1.0,2.0,0.7,2.0,1.5,3.0,1.0,0.5,1.5,1.5,1.0,2.0,2.0,0.5,1.0,1.5,1.5,1.5,0.8,0.7,0.5,1.5,7.0,0.5,2.0,6.0,0.5,6.0,5.0,5.0,15.0,5.0,10.0,8.0,5.0,2.0,4.0,6.0,5.0,2.0,5.0,0.5,4.0,6.0,2.0,4.0,6.0,3.0,1.0,4.0,,,,
2020-08-27,2.5,1.0,0.7,1.0,0.5,1.5,0.5,1.5,1.0,1.5,1.0,1.0,2.0,0.8,1.5,1.0,0.5,2.0,1.0,1.0,1.5,1.0,3.0,2.5,0.5,0.5,1.0,5.0,1.0,0.5,1.5,1.0,2.0,0.8,15.0,0.7,1.5,2.0,1.0,2.0,0.7,2.0,1.5,3.0,1.0,0.5,1.5,1.5,1.0,2.0,2.0,0.5,1.0,1.5,1.5,1.5,0.8,0.7,0.5,1.5,7.0,0.5,2.0,6.0,0.5,6.0,5.0,2.0,5.0,15.0,5.0,10.0,8.0,5.0,2.0,4.0,6.0,5.0,2.0,6.0,0.5,4.0,6.0,2.0,2.5,6.0,1.0,4.0,,,,,
2020-08-31,2.5,1.0,0.7,1.0,0.5,1.5,0.5,1.5,1.0,2.0,1.0,1.0,2.0,0.8,1.5,1.0,0.5,2.0,1.0,1.0,1.5,1.0,3.0,2.5,0.5,0.5,1.0,5.0,1.0,0.5,1.5,1.0,2.0,0.8,15.0,0.7,1.5,2.0,1.0,2.0,0.7,2.0,1.5,2.5,1.0,0.5,1.5,1.5,1.0,3.0,2.0,0.5,1.0,1.5,2.0,1.5,0.8,0.5,0.5,2.0,7.0,0.5,2.0,6.0,0.5,6.0,5.0,2.0,5.0,15.0,5.0,10.0,10.0,6.0,2.0,4.0,6.0,5.0,2.0,5.0,0.5,4.0,6.0,2.0,2.5,6.0,1.0,4.0,,,,,
2020-09-03,2.5,1.0,0.7,1.0,0.5,1.5,0.5,1.5,1.0,2.0,1.0,1.0,2.0,0.8,2.0,1.0,0.5,2.0,1.0,1.0,1.5,1.0,3.0,2.5,0.5,0.5,1.0,5.0,1.0,0.5,1.5,1.0,2.0,0.8,15.0,0.7,1.0,2.0,1.0,2.0,0.7,2.0,2.0,1.0,1.0,0.5,1.5,2.0,1.0,3.0,1.0,0.5,1.0,1.5,2.0,1.5,0.8,0.7,0.5,2.0,7.0,0.5,2.0,6.0,0.5,6.0,3.0,2.0,20.0,5.0,10.0,10.0,6.0,2.0,4.0,6.0,5.0,2.0,5.0,0.5,4.0,6.0,2.0,2.5,6.0,1.0,4.0,,,,,,
2020-09-07,2.5,1.0,0.7,1.0,0.5,2.0,0.5,1.5,1.0,2.0,1.0,1.0,2.0,0.8,2.0,1.0,0.5,2.0,1.0,1.0,1.5,1.0,3.0,2.5,0.5,0.5,1.0,5.0,1.0,0.5,1.5,1.0,2.0,0.8,15.0,0.7,1.0,2.0,1.0,2.0,0.7,2.0,1.5,2.5,1.0,0.5,1.5,2.0,1.0,3.0,1.0,0.5,1.0,2.0,2.0,1.5,0.8,0.7,0.5,2.0,7.0,0.5,2.0,6.0,0.5,6.0,3.0,2.0,20.0,5.0,10.0,10.0,6.0,2.0,4.0,6.0,5.0,2.0,5.0,0.5,4.0,6.0,2.0,2.5,6.0,1.0,4.0,,,,,,
