tarih,yerli yesil sogan,yerli kirmizi turp,yerli semiz otu(bag),yerli armut,yerli carli biber,yerli maydonoz(bag),yerli kiraz,yerli kil biber,havuc,yerli visne,yerli sivri biber,yerli salatalik,yerli patlican,yerli kayisi,yerli marul (adet),yerli kabak,yerli fasulye,yerli domates,yerli biber dolma,beyaz kabak,taze misir (adet),patates_2,ceri domates,mor marul (adet),muhtelif marul (adet),aysberk marul (adet),koy biberi,brokoli,taze patates,domates_2,taze yesil sogan,biber_2,roka (bag),patates,pirasa,pazi,barbunya,muhtelif turp,tere,goger sogan,silor salatalik,muhtelif salatalik,kirmizi sogan,kuru sogan,kuru sarimsak,taze sarimsak,semiz otu (bag),kirmizi pancar,kornison salatalik,buruksel lahana,asma yapragi,hirtlak,koy domatesi,ithal karpuz,muhtelif fasulye,feslegen (bag),ispanak,karnabahar,kereviz,kara kabak,bal kabagi,ithal kavun,enginar (adet),dere otu (bag),bakla,araka bezelye,sivri biber,dolma biber,carli biber,cin biber,salcalik kapya biber,kil biber,beyaz lahana,mor lahana,kil biber.1,kemer patlican,mandalin_2,salkim domates,muhtelif domates,salcalik domates,salatalik_2,sogan_2,limon_2,nane (bag),topak patlican,kultur mantar,maydonoz (bag),patates_3,bamya,eksi ot (bag),incir,kestane,hurma
2021-01-21,1.0,2.0,5.0,1.5,1.5,2.5,4.5,1.5,4.0,0.5,1.0,1.5,1.0,0.5,4.5,3.0,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.5,1.0,3.0,2.0,1.0,5.0,0.5,3.5,3.5,3.5,7.0,5.0,1.0,1.5,7.0,2.5,3.0,1.0,0.5,3.0,7.0,0.5,0.5,15.0,6.0,3.5,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,
2021-01-25,1.0,2.0,5.0,1.5,1.5,2.5,4.5,1.0,3.0,0.5,1.0,1.5,1.0,0.5,5.0,4.0,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.5,1.0,3.0,2.0,1.0,5.0,0.5,4.5,3.5,4.5,7.0,5.0,1.0,1.5,8.0,3.5,3.0,1.0,0.5,4.0,7.0,0.5,0.5,15.0,8.0,6.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
2021-01-28,1.0,2.0,5.0,1.5,1.5,2.5,5.5,1.5,3.0,0.5,1.0,1.5,1.0,0.5,6.0,4.5,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.5,1.0,3.0,2.0,1.0,5.0,0.5,4.5,4.5,5.5,7.0,5.0,1.0,1.5,10.0,4.5,3.0,1.8,0.8,6.5,7.0,0.5,0.5,15.0,8.0,4.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
2021-02-01,1.0,2.0,5.0,1.5,1.5,2.5,5.5,1.5,3.0,0.5,1.0,1.5,1.0,0.5,6.0,4.5,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.5,1.0,3.0,2.0,1.0,5.0,0.5,4.5,4.5,5.5,7.0,5.0,1.0,1.5,10.0,4.5,3.0,1.8,0.8,6.5,7.0,0.5,0.5,15.0,8.0,4.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
2021-02-04,1.0,3.0,5.0,1.5,1.5,2.5,5.5,1.5,3.0,0.5,1.0,1.5,1.0,0.5,6.0,4.5,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.5,1.0,3.0,3.0,1.0,0.5,4.5,4.5,5.5,7.0,5.0,1.0,1.5,10.0,4.0,3.0,1.8,0.8,6.5,7.0,0.5,0.5,15.0,8.0,4.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
2021-02-08,1.0,3.0,5.0,1.5,1.5,2.5,5.5,1.5,3.0,0.5,1.0,1.0,1.0,0.5,6.0,4.0,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.0,1.0,3.0,3.0,1.0,5.0,0.5,4.5,4.5,5.0,7.0,5.0,1.0,1.5,10.0,4.0,3.0,2.0,0.5,6.5,7.0,0.5,0.5,15.0,8.0,4.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
2021-02-11,1.0,2.5,5.0,1.5,1.5,2.5,5.5,1.5,3.0,0.5,1.0,1.0,1.0,0.5,6.0,3.0,2.0,1.0,15.0,0.7,1.5,3.0,7.0,0.7,1.0,1.0,3.0,2.5,1.0,5.0,0.5,4.5,4.5,5.0,7.0,5.0,1.0,1.5,10.0,2.0,3.0,2.0,0.5,2.5,7.0,0.5,0.5,8.0,4.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
2021-02-15,1.0,2.5,5.0,1.5,1.5,2.5,6.5,2.5,3.0,0.5,1.0,1.0,1.0,0.5,6.0,3.5,2.0,1.0,15.0,0.7,1.5,3.0,10.0,0.7,1.0,1.0,3.0,2.5,1.0,5.0,0.5,6.0,5.0,5.0,7.0,5.0,1.0,1.5,10.0,3.0,3.0,2.0,0.8,3.0,7.0,0.5,0.5,15.0,8.0,4.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
2021-02-18,1.0,2.5,5.0,1.5,1.5,2.5,6.5,2.5,3.0,0.5,1.0,1.0,1.0,0.5,6.0,3.5,2.0,1.0,15.0,0.7,1.5,3.0,10.0,0.7,1.0,1.0,3.0,2.5,1.0,5.0,0.5,6.0,5.0,5.0,7.0,5.0,1.0,1.5,10.0,3.0,2.5,2.0,0.8,3.0,7.0,0.5,0.5,15.0,10.0,4.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,8.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
2021-02-22,1.0,2.5,4.0,1.5,1.5,2.5,6.0,2.5,3.0,0.5,1.0,1.0,1.0,0.5,6.0,3.5,2.0,1.0,15.0,0.7,1.5,3.0,10.0,0.7,1.0,1.5,3.0,2.5,1.0,5.0,0.5,5.0,5.0,4.0,7.0,5.0,1.0,1.5,10.0,3.0,2.5,2.0,0.8,3.0,7.0,0.5,0.5,15.0,10.0,6.0,2.5,4.0,4.5,35.0,2.0,7.0,11.0,6.0,5.0,2.0,6.0,1.2,3.0,8.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
2021-02-25,1.0,2.5,4.0,1.5,1.5,2.5,5.0,2.5,3.0,0.5,1.0,1.0,1.0,0.5,6.0,3.5,2.0,1.0,15.0,0.7,1.5,3.0,10.0,0.7,1.0,1.5,3.0,2.5,1.0,4.0,0.5,5.0,5.0,4.0,7.0,5.0,1.0,1.5,10.0,3.0,2.0,2.0,0.8,3.0,7.0,0.5,0.5,15.0,10.0,6.0,2.5,4.5,4.5,35.0,2.0,7.0,11.0,7.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
2021-03-01,1.0,2.5,4.0,1.5,1.0,2.0,6.0,3.5,4.0,0.5,0.8,1.0,1.0,0.5,5.0,3.0,2.0,15.0,0.7,1.5,3.0,10.0,0.7,1.0,3.0,2.0,2.5,1.0,5.0,0.5,4.0,6.0,5.0,5.0,10.0,5.0,0.7,1.0,12.0,4.5,2.0,1.5,0.5,4.5,7.0,0.5,0.5,8.0,6.0,2.5,4.5,5.0,20.0,2.0,7.0,11.0,7.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,2.5,4.0,2.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-04,1.0,2.5,4.0,1.5,1.0,2.0,8.0,3.5,4.0,0.5,0.8,1.5,1.0,0.5,5.0,2.5,2.0,1.0,15.0,0.7,1.5,3.0,10.0,0.7,1.0,3.0,2.0,2.5,1.0,5.0,0.5,4.0,7.0,6.0,5.5,15.0,5.0,0.7,1.0,13.0,4.5,3.0,1.5,0.5,4.5,7.0,0.5,0.5,8.0,6.0,2.5,4.5,5.0,20.0,2.0,7.0,11.0,7.0,5.0,2.0,6.0,1.2,3.0,10.0,2.0,7.0,3.0,4.0,2.0,20.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
2021-03-08,2.0,20.0,1.0,5.0,1.0,15.0,2.0,0.8,1.5,7.0,1.0,2.0,9.0,5.0,1.5,4.0,1.0,8.0,1.5,4.0,10.0,0.7,1.0,2.0,2.0,2.5,1.0,5.0,0.5,4.0,8.0,6.5,15.0,7.0,0.7,1.0,15.0,4.5,2.5,0.5,4.5,7.0,0.5,4.5,5.0,20.0,20.0,2.0,8.0,7.0,11.0,6.0,6.0,1.2,3.0,10.0,3.5,2.0,2.0,7.0,0.5,4.0,3.5,2.5,2.5,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,1.0,2.5,6.0,1.5,1.0,2.0,9.0,5.0,4.0,0.5,0.8,1.5,1.0,0.5,3.5,2.5,3.0,15.0,1.0,1.5,4.0,10.0,0.7,1.0,2.0,2.0,2.5,1.0,5.0,0.5,4.0,8.0,7.0,6.5,15.0,7.0,0.7,1.0,15.0,3.5,3.5,2.5,0.5,3.5,7.0,0.5,0.5,8.0,6.0,2.5,4.5,5.0,20.0,2.0,7.0,11.0,7.0,5.0,2.0,6.0,1.2,3.0,10.0,3.5,3.0,2.0,7.0,4.0,4.0,2.0,20.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,
2021-03-12,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-17,1.0,2.5,6.0,1.5,2.0,9.0,5.0,4.0,0.5,0.8,1.5,1.0,0.5,3.5,2.5,3.0,0.8,15.0,1.0,1.5,4.0,10.0,0.7,1.0,2.0,2.0,2.5,1.0,5.0,0.5,4.0,8.0,6.0,6.5,15.0,8.5,0.7,1.0,13.0,3.5,3.5,2.5,0.5,3.5,0.5,0.5,8.0,6.0,4.5,5.0,20.0,2.0,20.0,7.0,11.0,7.0,20.0,5.0,6.0,1.2,3.0,10.0,3.5,3.0,2.0,7.0,4.0,4.0,2.0,20.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,
2021-03-18,1.0,2.5,6.0,1.5,1.0,2.0,8.0,5.0,4.5,0.5,0.8,1.5,1.0,0.5,3.5,3.0,3.0,0.8,15.0,1.0,1.5,4.0,10.0,0.7,1.0,2.5,2.0,2.0,1.0,5.0,0.5,4.0,7.0,5.5,6.0,15.0,8.5,0.7,1.0,13.0,3.0,4.0,3.0,0.5,3.0,7.0,0.5,0.5,8.0,6.0,2.5,4.5,5.0,20.0,2.0,20.0,7.0,11.0,7.0,20.0,5.0,2.0,6.0,1.2,3.0,10.0,3.5,3.0,2.0,7.0,4.0,4.0,2.0,20.0,8.0,4.0,3.0,,,,,,,,,,,,,,,,
2021-03-22,1.0,1.5,1.0,2.0,7.0,5.0,4.5,0.5,0.8,1.5,4.0,1.0,0.5,8.0,3.0,3.0,3.0,0.8,15.0,1.0,1.5,10.0,0.7,1.0,2.5,2.0,2.0,1.0,5.0,0.5,4.0,7.0,5.0,6.0,15.0,8.5,0.7,1.0,13.0,3.0,3.0,0.5,3.0,7.0,0.5,8.0,6.0,2.5,4.5,5.0,20.0,2.0,20.0,7.0,11.0,7.0,20.0,2.0,6.0,1.2,3.0,10.0,3.5,3.0,2.0,7.0,4.0,4.0,4.0,2.0,20.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,
2021-03-25,0.5,1.0,2.5,6.0,1.5,1.0,2.0,7.0,5.0,4.0,0.5,0.8,1.5,1.0,0.5,3.0,3.0,3.0,0.8,15.0,1.0,1.5,4.0,10.0,0.7,1.0,2.5,2.0,2.0,1.0,5.0,0.5,4.0,7.0,4.5,6.0,15.0,8.5,0.7,1.0,10.0,3.0,4.0,3.0,0.5,3.0,7.0,0.5,8.0,6.0,2.5,4.5,5.0,20.0,2.0,20.0,7.0,11.0,7.0,15.0,5.0,2.0,6.0,1.2,3.0,10.0,3.5,3.0,2.0,7.0,6.0,4.0,2.0,20.0,8.0,3.0,,,,,,,,,,,,,,,,,
2021-03-29,1.0,2.0,6.0,1.5,1.0,2.0,7.0,5.0,4.0,0.5,0.8,1.5,1.0,0.5,3.0,2.5,3.0,0.8,15.0,1.0,1.5,4.0,10.0,0.7,1.0,2.5,2.0,2.0,1.0,5.0,0.5,4.0,7.0,4.5,6.0,15.0,8.5,0.7,1.0,10.0,3.0,2.5,4.0,3.0,0.5,3.0,7.0,0.5,0.5,8.0,6.0,2.5,4.5,5.0,20.0,2.0,20.0,7.0,11.0,7.0,15.0,5.0,2.0,6.0,1.2,3.0,10.0,3.5,3.0,2.0,7.0,4.0,2.0,20.0,8.0,3.0,,,,,,,,,,,,,,,,,
2021-04-12,1.0,2.0,7.0,2.5,3.5,8.0,6.0,3.0,0.5,0.8,1.5,1.5,0.5,2.0,2.0,3.0,0.8,15.0,1.0,1.5,4.5,8.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,0.5,3.0,8.0,6.0,6.0,15.0,8.5,0.7,1.0,10.0,2.0,4.0,3.5,0.5,2.0,7.0,0.5,8.0,10.0,2.5,4.5,5.0,20.0,2.0,12.0,7.0,11.0,7.0,15.0,5.0,3.0,6.0,1.2,3.0,7.0,3.5,3.0,2.0,7.0,4.0,2.0,8.0,10.0,7.0,3.0,,,,,,,,,,,,,,,,,,,
2021-04-15,1.0,2.5,8.0,2.5,3.0,3.5,8.0,6.0,2.5,3.0,0.5,0.8,2.0,1.5,0.5,5.0,3.5,3.0,0.8,15.0,1.0,1.5,4.5,8.0,1.0,1.5,3.0,2.0,2.5,1.0,5.0,0.5,3.0,8.0,6.0,6.0,13.0,8.5,0.7,1.0,10.0,2.0,4.5,3.5,0.7,2.0,7.0,0.5,0.5,10.0,4.5,25.0,2.0,12.0,7.0,11.0,7.0,15.0,5.0,3.0,6.0,1.2,3.0,7.0,3.5,3.0,2.0,7.0,4.0,2.0,6.0,10.0,7.0,3.0,,,,,,,,,,,,,,,,,,,
2021-04-19,1.0,2.5,8.0,2.5,3.5,8.0,6.0,2.5,3.0,0.5,0.8,2.0,1.0,0.5,4.5,3.0,3.0,15.0,1.0,1.5,4.5,8.0,1.0,1.5,1.5,2.0,2.5,1.0,5.0,0.5,3.0,8.0,6.0,6.0,13.0,8.5,0.7,1.0,10.0,3.0,4.5,3.5,0.7,2.0,7.0,0.5,0.5,10.0,4.5,20.0,2.0,13.0,7.0,11.0,7.0,15.0,5.0,3.0,6.0,1.2,3.0,7.0,3.5,3.0,2.0,7.0,5.0,2.0,5.0,10.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,
2021-04-22,1.0,2.5,8.0,2.5,3.0,5.0,6.0,2.0,3.0,0.5,0.8,1.5,1.5,0.5,3.5,2.8,0.8,15.0,1.0,1.5,4.5,6.0,1.0,1.5,1.5,2.0,2.5,1.0,5.0,0.5,3.0,6.0,6.0,6.0,13.0,8.5,0.7,1.0,8.0,2.5,4.5,3.5,0.7,2.0,7.0,0.5,0.5,10.0,4.5,20.0,2.0,6.0,7.0,11.0,7.0,13.0,5.0,3.0,6.0,1.2,3.0,7.0,3.5,3.0,2.0,7.0,5.0,2.0,5.0,10.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,
2021-04-26,1.0,2.5,8.0,2.5,3.0,3.5,3.5,6.0,1.5,3.0,0.5,2.0,1.5,0.5,2.5,2.0,3.0,0.8,15.0,1.0,1.5,4.0,8.0,1.0,1.5,1.0,2.0,2.5,1.0,5.0,0.5,3.0,4.0,5.0,3.5,13.0,8.5,0.7,1.0,4.0,2.0,3.5,2.5,0.7,1.5,7.0,0.5,0.8,0.5,10.0,4.5,20.0,2.0,11.0,7.0,11.0,7.0,15.0,5.0,3.0,6.0,1.2,3.0,7.0,3.5,3.0,2.0,7.0,5.0,2.0,4.0,10.0,6.0,3.0,,,,,,,,,,,,,,,,,,,
2021-04-29,1.0,2.5,7.0,2.5,3.0,3.5,3.0,6.0,1.5,3.0,0.5,0.8,1.0,1.5,0.5,3.0,2.0,3.0,0.8,15.0,1.0,1.5,4.0,8.0,1.0,1.5,1.0,2.0,2.5,1.0,5.0,0.5,3.0,3.0,4.0,3.5,13.0,8.5,0.7,1.0,4.0,2.0,4.0,2.5,0.7,1.5,7.0,0.5,0.5,10.0,4.5,20.0,2.0,11.0,7.0,11.0,7.0,15.0,5.0,3.0,6.0,1.2,3.0,9.0,3.5,3.0,2.0,7.0,5.0,2.0,4.0,10.0,6.0,3.0,,,,,,,,,,,,,,,,,,,
2021-05-03,1.0,1.5,5.0,2.5,2.5,3.0,3.0,6.0,1.5,3.0,0.5,0.8,1.0,1.5,0.5,1.5,1.0,3.0,0.8,15.0,1.0,1.5,3.0,4.0,1.0,1.5,1.0,2.0,1.5,1.0,5.0,0.5,3.0,3.0,3.0,2.5,10.0,8.5,0.7,1.0,3.0,1.5,3.0,2.5,0.7,1.5,7.0,0.5,0.5,10.0,4.5,20.0,2.0,11.0,7.0,11.0,7.0,8.0,5.0,3.0,6.0,1.2,3.0,9.0,3.5,3.0,2.0,7.0,5.0,2.0,3.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,
2021-05-06,1.0,1.5,5.0,2.5,3.0,2.5,6.0,1.5,3.0,0.5,0.8,1.0,1.5,0.5,1.5,1.0,3.0,0.8,15.0,1.0,1.5,3.0,4.0,1.0,1.5,1.0,2.0,1.5,1.0,0.5,3.0,2.5,2.5,2.0,10.0,7.0,0.7,1.0,2.5,2.0,3.0,2.5,0.7,1.5,7.0,0.5,10.0,4.5,20.0,2.0,3.0,11.0,7.0,11.0,7.0,3.0,6.0,1.2,3.0,9.0,7.0,5.0,2.0,3.0,10.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-17,1.0,1.5,5.0,2.5,2.5,3.0,2.5,6.0,3.0,0.5,1.8,1.0,1.5,0.5,1.5,1.0,3.0,0.8,15.0,1.0,1.5,2.5,4.0,1.0,1.5,1.0,2.0,1.5,1.0,5.0,0.5,3.0,2.5,2.5,2.0,10.0,7.0,0.7,1.0,3.0,2.0,3.0,2.5,0.7,1.5,7.0,0.5,0.5,10.0,4.5,20.0,3.5,3.0,11.0,7.0,11.0,7.0,8.0,5.0,4.0,6.0,1.2,3.0,9.0,3.5,3.0,2.0,7.0,3.5,2.0,3.0,10.0,5.0,3.0,,,,,,,,,,,,,,,,,,,
2021-05-20,2.0,1.0,3.0,2.5,2.5,3.0,2.0,6.0,3.0,0.5,1.8,1.0,1.5,0.5,1.5,0.7,3.0,0.8,15.0,5.0,1.0,1.5,2.5,4.0,1.0,1.5,1.5,2.0,1.0,1.0,5.0,0.5,3.0,2.0,2.5,2.0,4.0,7.0,0.7,1.0,3.0,2.0,3.0,2.5,0.7,1.5,7.0,0.5,0.5,10.0,4.5,20.0,3.5,3.0,7.0,11.0,7.0,8.0,5.0,4.0,6.0,1.2,3.0,7.0,3.5,3.0,2.0,7.0,2.0,2.0,3.0,10.0,4.0,3.0,,,,,,,,,,,,,,,,,,,
2021-05-24,2.0,1.0,3.0,1.5,1.5,1.5,2.0,6.0,3.0,0.5,1.5,1.0,0.5,1.5,0.7,3.0,0.8,10.0,5.0,1.0,1.5,2.5,4.0,1.0,1.5,1.5,2.0,1.0,1.0,5.0,0.5,3.0,2.0,2.5,1.5,3.0,6.0,0.7,1.0,3.0,2.0,2.5,1.8,0.7,1.5,7.0,0.5,0.5,20.0,3.5,3.0,7.0,11.0,7.0,8.0,5.0,4.0,6.0,3.0,7.0,3.5,3.0,2.0,7.0,2.0,2.0,3.0,10.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
2021-05-27,2.0,1.0,2.0,1.5,1.5,1.5,2.0,6.0,3.0,0.5,1.0,1.0,0.5,1.5,0.7,3.0,0.8,10.0,5.0,1.0,1.5,2.0,4.0,1.0,1.0,1.5,2.0,1.0,5.0,0.5,3.0,2.0,2.5,1.5,3.0,6.0,0.7,1.0,3.0,2.0,2.0,1.8,0.7,1.5,7.0,0.5,0.5,4.5,20.0,3.5,3.0,5.0,7.0,11.0,7.0,5.0,5.0,4.0,6.0,3.0,7.0,3.5,3.0,2.0,7.0,1.0,10.0,10.0,2.0,3.0,5.0,8.0,5.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,
2021-05-31,2.0,1.0,2.5,1.5,1.0,1.5,2.0,6.0,3.0,0.5,1.0,1.0,0.5,1.5,0.7,3.0,0.8,10.0,5.0,1.0,1.5,2.0,4.0,1.0,1.5,1.5,2.0,1.0,5.0,0.5,3.0,2.0,2.5,1.5,3.0,6.0,0.7,4.0,2.0,2.0,1.8,0.7,1.5,7.0,0.5,0.5,4.5,20.0,3.0,3.0,5.0,7.0,11.0,7.0,5.0,5.0,6.0,3.0,7.0,3.5,3.0,2.0,7.0,1.0,10.0,10.0,2.0,3.0,5.0,8.0,5.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
2021-06-03,2.0,1.0,2.5,1.5,1.0,1.5,2.0,6.0,3.0,0.5,1.0,1.0,0.5,1.5,0.7,3.0,0.8,10.0,5.0,1.0,1.5,2.0,4.0,1.0,1.5,3.0,2.0,1.0,5.0,0.5,3.0,2.0,2.5,1.5,3.0,6.0,0.7,1.0,5.0,2.0,2.0,1.8,0.7,1.5,7.0,0.5,0.5,4.5,20.0,3.0,4.0,7.0,11.0,7.0,5.0,5.0,4.0,6.0,3.0,7.0,3.5,3.0,2.0,7.0,1.0,10.0,10.0,2.0,3.0,5.0,8.0,5.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,
2021-06-07,2.0,1.0,2.5,1.5,1.0,1.5,2.0,6.0,3.0,0.5,1.4,1.0,0.5,1.5,0.7,3.0,0.8,10.0,5.0,1.0,1.5,2.0,4.0,1.0,1.5,3.0,2.0,1.0,5.0,0.5,3.0,2.0,2.5,1.5,3.0,6.0,0.7,1.0,5.0,2.0,2.0,1.8,0.7,1.5,7.0,0.5,0.5,4.5,20.0,3.0,4.0,7.0,11.0,7.0,5.0,5.0,4.0,6.0,3.0,7.0,3.5,3.0,2.0,7.0,0.5,10.0,10.0,2.0,3.0,5.0,8.0,5.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,
2021-06-10,2.0,1.0,2.5,1.5,1.0,1.5,2.0,6.0,3.0,0.5,1.4,1.0,0.5,1.5,0.7,3.0,0.8,25.0,10.0,1.0,1.5,2.0,4.0,1.0,1.5,3.0,2.0,1.0,5.0,0.5,3.0,2.0,2.5,1.5,3.0,6.0,0.7,1.0,5.0,2.0,2.0,1.5,0.7,1.5,7.0,0.5,0.5,4.5,20.0,3.0,4.0,7.0,11.0,7.0,5.0,5.0,4.0,6.0,3.0,7.0,3.5,3.0,2.0,7.0,0.5,10.0,10.0,2.0,3.0,5.0,8.0,5.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,
2021-06-14,2.0,2.5,1.0,2.5,1.5,1.0,1.5,2.0,6.0,3.0,0.5,1.4,1.0,0.5,1.5,0.7,3.0,0.8,10.0,5.0,1.0,1.5,2.0,4.0,1.0,2.0,3.0,2.0,1.0,5.0,0.5,3.0,2.5,2.5,1.5,3.0,4.0,0.7,1.0,5.0,1.0,2.0,1.8,0.7,1.5,7.0,0.5,0.5,4.5,20.0,3.0,4.0,7.0,11.0,7.0,5.0,3.0,4.0,6.0,3.0,9.0,10.0,3.5,3.0,2.0,7.0,0.5,10.0,8.0,2.0,3.0,5.0,8.0,5.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,
2021-06-21,0.5,9.0,2.0,2.0,1.5,2.5,1.0,2.5,1.5,1.0,1.5,2.0,6.0,3.0,0.5,1.4,1.0,0.5,1.5,0.7,3.0,0.8,10.0,5.0,1.0,1.5,2.0,4.0,1.0,2.0,3.0,2.0,1.0,5.0,0.5,3.0,2.5,1.5,1.5,3.0,2.0,0.7,1.0,5.0,1.0,2.0,1.8,0.7,1.5,7.0,0.5,0.5,20.0,3.0,4.0,7.0,11.0,7.0,3.0,4.0,6.0,3.0,9.0,10.0,3.5,3.0,2.0,7.0,0.5,4.0,4.0,2.0,4.0,8.0,5.0,3.0,1.5,3.0,,,,,,,,,,,,,,,
2021-06-24,0.5,9.0,2.0,1.5,2.5,1.0,2.5,1.5,1.0,1.5,2.0,6.0,3.0,0.5,1.4,1.0,0.5,1.5,0.7,3.0,0.8,8.0,5.0,1.0,1.5,2.0,3.0,1.0,2.0,3.0,2.0,1.0,5.0,0.5,3.0,2.0,1.5,1.5,3.0,2.0,0.7,1.0,5.0,1.0,2.0,1.8,0.7,1.5,7.0,0.5,0.5,20.0,3.0,4.0,7.0,11.0,7.0,3.0,4.0,6.0,3.0,9.0,3.5,3.0,2.0,7.0,0.5,4.0,3.0,2.0,4.0,8.0,5.0,3.0,1.5,5.0,,,,,,,,,,,,,,,,,
